   NO.      Round     Ori_Content   Lack_Content   Extra_Content   Final_Cover      Recall     
   939        10           4              0              0             1.0             4       
   940        10           3             -2              0       1.6666666666666667       5       
   941        10           5             -1              0             1.2             6       
   942        10           3             -2              0       1.6666666666666667       6       
   943        10           4             -1              0            1.25             5       
   944        10           5             -1              0             1.2             6       
   945        10           2             -2              0             2.0             4       
   946        10           4             -3              0            1.75             7       
   947        11           6             -1              0       1.1666666666666667       7       
   948        11           4             -3              0            1.75             7       
   949        11           5             -2              0             1.4             7       
   950        10           5             -1              0             1.2             6       
   951        10           4             -1              0            1.25             7       
   952        11           5             -2              0             1.4             7       
   953        11           6              0              0             1.0             6       
   954        10           4             -3              0            1.75             7       
   955        11           6              0              0             1.0             6       
   956        11           6             -1              0       1.1666666666666667       7       
   957        10           3             -2              0       1.6666666666666667       6       
   958        11           4             -3              0            1.75             7       
   959        11           6             -1              0       1.1666666666666667       7       
   960        11           5             -2              0             1.4             7       
   961        11           4             -3              0            1.75             7       
   962        10           3             -2              0       1.6666666666666667       6       
   963        10           4             -2              0             1.5             7       
