   NO.      Round     Ori_Content   Lack_Content   Extra_Content   Final_Cover      Recall     
   3135       10           4             -2              0             1.5             6       
   3136       11           4             -1              0            1.25             5       
   3137       10           5             -2              0             1.4             7       
   3138       11           6              0              0             1.0             6       
   3139       10           5             -2              0             1.4             7       
   3140       10           3             -2              0       1.6666666666666667       5       
   3141       10           4             -1              0            1.25             5       
   3142       10           4              0              0             1.0             4       
   3143       11           4             -1              0            1.25             5       
   3144       10           3             -1              0       1.3333333333333333       4       
   3145       11           5             -1              0             1.2             6       
   3146       11           6             -1              0       1.1666666666666667       7       
   3147       11           6             -1              0       1.1666666666666667       7       
   3148       10           2             -2              0             2.0             5       
   3149       11           6              0              0             1.0             6       
   3150       10           4             -1              0            1.25             6       
   3151       11           8              2              0            0.75             6       
   3152       11           7              0              0             1.0             7       
   3153       9            3             -2              0       1.6666666666666667       6       
   3154       11           7              0              0             1.0             7       
   3155       10           7              0              0             1.0             7       
   3156       10           4              0              0             1.0             4       
   3157       11           5             -2              0             1.4             7       
   3158       10           3             -2              0       1.6666666666666667       7       
   3159       11           5             -1              0             1.2             6       
   3160       11           8              1              0            0.875            7       
   3161       11           4             -1              0            1.25             5       
   3162       10           4             -2              0             1.5             6       
   3163       11           8              2              0            0.75             6       
   3164       11           5             -2              0             1.4             7       
   3165       11           6              0              0             1.0             6       
   3166       11           5             -2              0             1.4             7       
   3167       10           4             -3              0            1.75             7       
   3168       11           5             -2              0             1.4             7       
   3169       11           9              2              0       0.7777777777777778       7       
   3170       10           4             -3              0            1.75             8       
   3171       11           6              0              0             1.0             6       
   3172       10           2             -2              0             2.0             5       
   3173       10           3             -2              0       1.6666666666666667       5       
   3174       10           4             -3              0            1.75             7       
   3175       11           5             -2              0             1.4             7       
   3176       10           4             -1              0            1.25             5       
   3177       9            3             -2              0       1.6666666666666667       7       
   3178       10           3             -3              0             2.0             6       
   3179       11           6             -1              0       1.1666666666666667       7       
   3180       11           5             -1              0             1.2             6       
   3181       9            2             -2              0             2.0             6       
   3182       10           3             -1              0       1.3333333333333333       4       
   3183       10           2             -2              0             2.0             4       
   3184       11           7              0              0             1.0             7       
   3185       10           5             -2              0             1.4             7       
   3186       11           5             -1              0             1.2             6       
   3187       11           7              0              0             1.0             7       
   3188       11           5             -1              0             1.2             6       
   3189       11           5              0              0             1.0             5       
   3190       11           6              0              0             1.0             6       
   3191       11           4             -2              0             1.5             6       
   3192       10           4             -1              0            1.25             5       
   3193       11           7              1              0       0.8571428571428571       6       
   3194       10           5             -1              0             1.2             6       
   3195       11           4             -2              0             1.5             6       
   3196       10           5             -2              0             1.4             7       
   3197       10           5              0              0             1.0             5       
   3198       10           5             -1              0             1.2             6       
   3199       11           6              0              0             1.0             6       
   3200       11           6             -1              0       1.1666666666666667       7       
   3201       10           3             -3              0             2.0             6       
   3202       11           5             -1              0             1.2             6       
   3203       10           2             -2              0             2.0             4       
   3204       10           3             -2              0       1.6666666666666667       5       
   3205       10           3             -2              0       1.6666666666666667       6       
   3206       11           5             -2              0             1.4             7       
   3207       10           6              0              0             1.0             6       
   3208       11           5             -1              0             1.2             6       
   3209       11           6             -1              0       1.1666666666666667       7       
   3210       11           8              2              0            0.75             6       
   3211       10           4             -2              0             1.5             6       
   3212       11           7              1              0       0.8571428571428571       6       
   3213       9            3             -2              0       1.6666666666666667       6       
   3214       11           6             -1              0       1.1666666666666667       7       
   3215       11           7              0              0             1.0             7       
   3216       11           4             -3              0            1.75             7       
   3217       11           6              0              0             1.0             6       
   3218       11           5             -2              0             1.4             7       
   3219       10           3             -2              0       1.6666666666666667       6       
   3220       10           5             -2              0             1.4             7       
   3221       11           6              0              0             1.0             6       
   3222       11           5             -2              0             1.4             7       
   3223       11           5             -2              0             1.4             7       
   3224       11           7              1              0       0.8571428571428571       6       
   3225       11           6              0              0             1.0             6       
   3226       11           4             -1              0            1.25             5       
   3227       10           4             -3              0            1.75             7       
   3228       11           4             -1              0            1.25             5       
   3229       11           7              0              0             1.0             7       
   3230       11           6             -1              0       1.1666666666666667       7       
   3231       10           4             -2              0             1.5             6       
   3232       11           6             -1              0       1.1666666666666667       7       
   3233       9            4             -1              0            1.25             6       
   3234       10           4             -2              0             1.5             6       
   3235       10           2             -2              0             2.0             4       
   3236       11           5             -1              0             1.2             6       
   3237       11           5             -1              0             1.2             6       
   3238       11           5             -1              0             1.2             6       
   3239       11           5             -1              0             1.2             6       
   3240       10           4             -2              0             1.5             6       
   3241       11           4             -1              0            1.25             5       
   3242       11           6             -1              0       1.1666666666666667       7       
   3243       11           4             -2              0             1.5             6       
   3244       11           7              1              0       0.8571428571428571       6       
   3245       10           3             -2              0       1.6666666666666667       5       
   3246       11           8              2              0            0.75             6       
   3247       10           5              0              0             1.0             5       
   3248       11           7              1              0       0.8571428571428571       6       
   3249       11           7              0              0             1.0             7       
   3250       10           3             -1              0       1.3333333333333333       4       
   3251       10           3             -3              0             2.0             6       
   3252       11           5             -1              0             1.2             6       
   3253       11           6              0              0             1.0             6       
   3254       11           5             -2              0             1.4             7       
   3255       10           3             -3              0             2.0             6       
   3256       10           4             -1              0            1.25             5       
   3257       11           6             -1              0       1.1666666666666667       7       
   3258       10           4             -2              0             1.5             6       
   3259       10           2             -2              0             2.0             5       
   3260       11           6              0              0             1.0             6       
   3261       10           3             -2              0       1.6666666666666667       6       
   3262       11           7              0              0             1.0             7       
   3263       10           6             -1              0       1.1666666666666667       7       
   3264       11           6             -1              0       1.1666666666666667       7       
   3265       10           5              0              0             1.0             5       
   3266       9            3             -2              0       1.6666666666666667       6       
   3267       10           3             -1              0       1.3333333333333333       4       
   3268       11           5             -1              0             1.2             6       
   3269       10           4             -3              0            1.75             8       
   3270       11           6              0              0             1.0             6       
   3271       11           4             -2              0             1.5             6       
   3272       11           5             -1              0             1.2             6       
   3273       10           3             -1              0       1.3333333333333333       4       
   3274       11           7              1              0       0.8571428571428571       6       
   3275       10           4             -2              0             1.5             6       
   3276       11           5             -2              0             1.4             7       
   3277       11           7              1              0       0.8571428571428571       6       
   3278       11           5             -2              0             1.4             7       
   3279       11           5             -2              0             1.4             7       
   3280       11           5             -2              0             1.4             7       
   3281       9            5             -1              0             1.2             6       
   3282       10           5             -1              0             1.2             6       
   3283       10           3             -3              0             2.0             6       
   3284       11           5             -2              0             1.4             7       
   3285       10           3             -2              0       1.6666666666666667       6       
   3286       11           5             -1              0             1.2             6       
   3287       11           4             -1              0            1.25             5       
   3288       11           5             -1              0             1.2             6       
   3289       11           4             -2              0             1.5             6       
   3290       10           4             -1              0            1.25             5       
   3291       10           5             -2              0             1.4             7       
   3292       10           4             -3              0            1.75             7       
   3293       11           7              1              0       0.8571428571428571       6       
   3294       10           4             -2              0             1.5             6       
   3295       11           5             -2              0             1.4             7       
   3296       11           5             -2              0             1.4             7       
   3297       11           4             -1              0            1.25             5       
   3298       10           6              0              0             1.0             6       
   3299       11           4             -1              0            1.25             5       
   3300       11           5             -1              0             1.2             6       
   3301       11           7              0              0             1.0             7       
   3302       10           2             -2              0             2.0             4       
   3303       10           3             -2              0       1.6666666666666667       5       
   3304       11           4             -1              0            1.25             5       
   3305       11           5             -2              0             1.4             7       
   3306       11           5             -2              0             1.4             7       
   3307       10           4              0              0             1.0             4       
   3308       11           6             -1              0       1.1666666666666667       7       
   3309       11           6              0              0             1.0             6       
   3310       10           6             -1              0       1.1666666666666667       7       
   3311       10           3             -1              0       1.3333333333333333       4       
   3312       10           5             -2              0             1.4             7       
   3313       10           5             -2              0             1.4             7       
   3314       11           5             -1              0             1.2             6       
   3315       11           6             -1              0       1.1666666666666667       7       
   3316       11           7              0              0             1.0             7       
   3317       11           5             -2              0             1.4             7       
   3318       11           6              0              0             1.0             6       
   3319       11           5             -2              0             1.4             7       
   3320       11           5             -2              0             1.4             7       
   3321       10           7              0              0             1.0             7       
   3322       11           7              0              0             1.0             7       
   3323       11           6              0              0             1.0             6       
   3324       11           6              0              0             1.0             6       
   3325       10           2             -2              0             2.0             4       
   3326       11           4             -2              0             1.5             6       
   3327       11           8              2              0            0.75             6       
   3328       10           6             -1              0       1.1666666666666667       7       
   3329       10           5             -2              0             1.4             7       
   3330       10           3             -2              0       1.6666666666666667       5       
   3331       10           4             -1              0            1.25             5       
   3332       11           7              1              0       0.8571428571428571       6       
   3333       11           5             -1              0             1.2             6       
   3334       11           5              0              0             1.0             5       
   3335       11           5             -2              0             1.4             7       
   3336       9            4             -1              0            1.25             6       
   3337       11           5              0              0             1.0             5       
   3338       11           6             -1              0       1.1666666666666667       7       
   3339       11           8              2              0            0.75             6       
   3340       11           6             -1              0       1.1666666666666667       7       
   3341       11           5             -2              0             1.4             7       
   3342       10           4             -2              0             1.5             6       
   3343       11           8              2              0            0.75             6       
   3344       11           5             -2              0             1.4             7       
   3345       11           5             -2              0             1.4             7       
   3346       11           4             -1              0            1.25             5       
   3347       11           7              0              0             1.0             7       
   3348       11           5              0              0             1.0             5       
   3349       11           5              0              0             1.0             5       
   3350       11           6              0              0             1.0             6       
   3351       11           7              0              0             1.0             7       
   3352       11           4             -1              0            1.25             5       
   3353       11           4             -1              0            1.25             5       
   3354       11           5             -2              0             1.4             7       
   3355       11           6              0              0             1.0             6       
   3356       11           6             -1              0       1.1666666666666667       7       
   3357       10           5             -2              0             1.4             7       
   3358       11           7              1              0       0.8571428571428571       6       
   3359       11           7              1              0       0.8571428571428571       6       
   3360       9            2             -2              0             2.0             4       
   3361       10           5             -1              0             1.2             6       
   3362       10           5             -2              0             1.4             7       
   3363       10           4             -2              0             1.5             6       
   3364       10           4             -3              0            1.75             7       
   3365       11           8              1              0            0.875            7       
   3366       11           5             -2              0             1.4             7       
   3367       11           8              1              0            0.875            7       
   3368       10           5             -1              0             1.2             6       
   3369       11           7              0              0             1.0             7       
   3370       9            2             -2              0             2.0             6       
   3371       11           5             -2              0             1.4             7       
   3372       10           3             -3              0             2.0             6       
   3373       10           4             -3              0            1.75             8       
   3374       9            4             -1              0            1.25             6       
   3375       11           5             -3              0             1.6             8       
   3376       10           4             -1              0            1.25             5       
   3377       10           4             -2              0             1.5             6       
   3378       11           5             -2              0             1.4             7       
   3379       11           8              1              0            0.875            7       
   3380       11           7              1              0       0.8571428571428571       6       
   3381       11           6              0              0             1.0             6       
   3382       10           4             -3              0            1.75             7       
   3383       11           5             -2              0             1.4             7       
   3384       11           7              0              0             1.0             7       
   3385       11           5             -2              0             1.4             7       
   3386       10           3             -3              0             2.0             6       
   3387       10           4             -1              0            1.25             5       
   3388       10           6             -1              0       1.1666666666666667       7       
   3389       11           6              0              0             1.0             6       
   3390       9            3             -2              0       1.6666666666666667       6       
   3391       11           7              1              0       0.8571428571428571       6       
   3392       11           6             -1              0       1.1666666666666667       7       
   3393       10           5             -2              0             1.4             7       
   3394       11           5              0              0             1.0             5       
   3395       10           4             -3              0            1.75             7       
   3396       10           2             -2              0             2.0             4       
   3397       11           6             -1              0       1.1666666666666667       7       
   3398       11           7              0              0             1.0             7       
   3399       11           6             -1              0       1.1666666666666667       7       
   3400       11           6             -1              0       1.1666666666666667       7       
   3401       9            3             -2              0       1.6666666666666667       7       
   3402       10           2             -2              0             2.0             4       
   3403       10           4             -3              0            1.75             7       
   3404       9            2             -2              0             2.0             4       
   3405       11           6              0              0             1.0             6       
   3406       10           4             -1              0            1.25             5       
   3407       11           6             -1              0       1.1666666666666667       7       
   3408       11           7              0              0             1.0             7       
   3409       10           5             -1              0             1.2             6       
   3410       11           4             -3              0            1.75             7       
   3411       10           4             -1              0            1.25             5       
   3412       10           6             -2              0       1.3333333333333333       8       
   3413       11           6             -1              0       1.1666666666666667       7       
   3414       11           7              0              0             1.0             7       
   3415       9            3             -2              0       1.6666666666666667       6       
   3416       11           5             -2              0             1.4             7       
   3417       10           4             -1              0            1.25             5       
   3418       10           4             -3              0            1.75             7       
   3419       10           3             -2              0       1.6666666666666667       6       
   3420       11           7              0              0             1.0             7       
   3421       11           5             -1              0             1.2             6       
   3422       9            4             -2              0             1.5             6       
   3423       10           5             -2              0             1.4             7       
   3424       11           7              0              0             1.0             7       
   3425       10           4             -2              0             1.5             6       
   3426       10           7              1              0       0.8571428571428571       6       
   3427       11           5             -3              0             1.6             8       
   3428       11           5             -2              0             1.4             7       
   3429       10           3             -2              0       1.6666666666666667       5       
   3430       11           6             -1              0       1.1666666666666667       7       
   3431       11           5             -2              0             1.4             7       
   3432       11           6              0              0             1.0             6       
   3433       11           5             -2              0             1.4             7       
   3434       11           6             -1              0       1.1666666666666667       7       
   3435       11           7              1              0       0.8571428571428571       6       
   3436       11           7              1              0       0.8571428571428571       6       
   3437       10           4             -2              0             1.5             6       
   3438       10           5              0              0             1.0             5       
   3439       11           5              0              0             1.0             5       
   3440       11           4             -1              0            1.25             5       
   3441       11           4             -1              0            1.25             5       
   3442       11           5             -2              0             1.4             7       
   3443       10           4             -1              0            1.25             5       
   3444       10           5             -2              0             1.4             7       
   3445       10           7              0              0             1.0             7       
   3446       10           4             -3              0            1.75             7       
   3447       11           5             -2              0             1.4             7       
   3448       11           5             -2              0             1.4             7       
   3449       9            3             -2              0       1.6666666666666667       6       
   3450       11           8              1              0            0.875            7       
   3451       11           5             -1              0             1.2             6       
   3452       10           3             -2              0       1.6666666666666667       6       
   3453       10           5             -2              0             1.4             7       
   3454       10           2             -2              0             2.0             5       
   3455       10           5              0              0             1.0             6       
   3456       11           6             -1              0       1.1666666666666667       7       
   3457       10           3             -3              0             2.0             6       
   3458       10           4             -1              0            1.25             5       
   3459       9            2             -2              0             2.0             5       
   3460       10           4             -2              0             1.5             6       
   3461       10           4             -2              0             1.5             6       
   3462       10           5             -1              0             1.2             6       
   3463       11           5             -2              0             1.4             7       
   3464       10           4             -1              0            1.25             5       
   3465       10           3             -1              0       1.3333333333333333       4       
   3466       10           3             -3              0             2.0             6       
   3467       11           6              0              0             1.0             6       
   3468       10           4             -3              0            1.75             8       
   3469       11           7              1              0       0.8571428571428571       6       
   3470       11           4             -2              0             1.5             6       
   3471       11           6              0              0             1.0             6       
   3472       11           6             -2              0       1.3333333333333333       8       
   3473       11           4             -3              0            1.75             7       
   3474       11           6             -1              0       1.1666666666666667       7       
   3475       11           5             -2              0             1.4             7       
   3476       10           3             -1              0       1.3333333333333333       4       
   3477       11           5             -2              0             1.4             7       
   3478       11           6             -2              0       1.3333333333333333       8       
   3479       11           5             -2              0             1.4             7       
   3480       10           3             -3              0             2.0             6       
   3481       11           6             -1              0       1.1666666666666667       7       
   3482       11           5              0              0             1.0             5       
   3483       11           6             -1              0       1.1666666666666667       7       
   3484       10           2             -2              0             2.0             4       
   3485       10           2             -2              0             2.0             4       
   3486       11           6             -1              0       1.1666666666666667       7       
   3487       11           8              1              0            0.875            7       
   3488       10           4             -3              0            1.75             7       
   3489       10           3             -2              0       1.6666666666666667       5       
   3490       10           4             -2              0             1.5             6       
   3491       10           4             -2              0             1.5             6       
   3492       11           6             -1              0       1.1666666666666667       7       
   3493       10           4             -1              0            1.25             5       
   3494       11           5             -2              0             1.4             7       
   3495       10           4             -2              0             1.5             6       
   3496       10           4             -2              0             1.5             6       
   3497       10           3             -1              0       1.3333333333333333       4       
   3498       11           6             -1              0       1.1666666666666667       7       
   3499       11           6             -1              0       1.1666666666666667       7       
   3500       10           4             -1              0            1.25             5       
   3501       9            2             -2              0             2.0             5       
   3502       10           2             -2              0             2.0             5       
   3503       11           6              0              0             1.0             6       
   3504       11           8              2              0            0.75             6       
   3505       10           4             -1              0            1.25             5       
   3506       11           6             -1              0       1.1666666666666667       7       
   3507       11           7              1              0       0.8571428571428571       6       
   3508       11           5             -2              0             1.4             7       
   3509       10           5             -2              0             1.4             7       
   3510       11           6             -1              0       1.1666666666666667       7       
   3511       10           4             -3              0            1.75             7       
   3512       11           5             -1              0             1.2             6       
   3513       11           6             -1              0       1.1666666666666667       7       
   3514       11           5             -2              0             1.4             7       
   3515       11           5             -2              0             1.4             7       
   3516       11           6              0              0             1.0             6       
   3517       11           4             -2              0             1.5             6       
   3518       11           5             -1              0             1.2             6       
   3519       10           3             -2              0       1.6666666666666667       5       
   3520       11           7              1              0       0.8571428571428571       6       
   3521       10           4             -2              0             1.5             6       
   3522       10           4             -1              0            1.25             6       
   3523       11           7              0              0             1.0             7       
   3524       10           4             -3              0            1.75             7       
   3525       11           6              0              0             1.0             6       
   3526       10           2             -2              0             2.0             5       
   3527       11           5             -2              0             1.4             7       
   3528       11           6             -1              0       1.1666666666666667       7       
   3529       10           4             -3              0            1.75             7       
   3530       11           7              1              0       0.8571428571428571       6       
   3531       11           6              0              0             1.0             6       
   3532       11           5             -1              0             1.2             6       
   3533       11           6              0              0             1.0             6       
   3534       11           5             -1              0             1.2             6       
   3535       10           4             -3              0            1.75             7       
   3536       10           4             -2              0             1.5             6       
   3537       11           5             -2              0             1.4             7       
   3538       11           5             -2              0             1.4             7       
   3539       11           5             -1              0             1.2             6       
   3540       10           4             -2              0             1.5             6       
   3541       11           6             -1              0       1.1666666666666667       7       
   3542       10           4             -2              0             1.5             6       
   3543       10           4             -1              0            1.25             5       
   3544       11           5             -1              0             1.2             6       
   3545       9            2             -2              0             2.0             5       
   3546       11           7              1              0       0.8571428571428571       6       
   3547       11           5             -1              0             1.2             6       
   3548       10           4             -2              0             1.5             6       
   3549       11           5             -1              0             1.2             6       
   3550       11           5             -1              0             1.2             6       
   3551       11           6             -1              0       1.1666666666666667       7       
   3552       10           2             -2              0             2.0             4       
   3553       11           7              0              0             1.0             7       
   3554       11           6             -1              0       1.1666666666666667       7       
   3555       10           4             -1              0            1.25             5       
   3556       9            3             -2              0       1.6666666666666667       6       
   3557       11           6              0              0             1.0             6       
   3558       10           5             -1              0             1.2             6       
   3559       11           7              0              0             1.0             7       
   3560       10           4              0              0             1.0             4       
   3561       10           4             -2              0             1.5             6       
   3562       11           7              0              0             1.0             7       
   3563       11           4             -3              0            1.75             7       
   3564       11           5             -2              0             1.4             7       
   3565       10           4             -1              0            1.25             5       
   3566       10           2             -2              0             2.0             4       
   3567       10           2             -2              0             2.0             4       
   3568       11           6             -2              0       1.3333333333333333       8       
   3569       10           6             -1              0       1.1666666666666667       7       
   3570       11           4             -1              0            1.25             5       
   3571       10           4             -3              0            1.75             7       
   3572       11           6              0              0             1.0             6       
   3573       11           6             -1              0       1.1666666666666667       7       
   3574       10           2             -2              0             2.0             4       
   3575       11           5             -2              0             1.4             7       
   3576       9            2             -2              0             2.0             5       
   3577       11           5             -1              0             1.2             6       
   3578       11           6             -1              0       1.1666666666666667       7       
   3579       11           6             -1              0       1.1666666666666667       7       
   3580       11           6              0              0             1.0             6       
   3581       10           3             -2              0       1.6666666666666667       5       
   3582       11           4             -1              0            1.25             5       
   3583       11           5             -2              0             1.4             7       
   3584       9            3             -2              0       1.6666666666666667       6       
   3585       9            3             -2              0       1.6666666666666667       6       
   3586       10           6             -1              0       1.1666666666666667       7       
   3587       10           5             -2              0             1.4             7       
   3588       11           5             -2              0             1.4             7       
   3589       10           6             -1              0       1.1666666666666667       7       
   3590       11           5             -3              0             1.6             8       
   3591       11           8              1              0            0.875            7       
   3592       11           6             -1              0       1.1666666666666667       7       
   3593       10           3             -1              0       1.3333333333333333       4       
   3594       10           5             -1              0             1.2             7       
   3595       9            2             -2              0             2.0             5       
   3596       11           6             -1              0       1.1666666666666667       7       
   3597       11           5             -1              0             1.2             6       
   3598       11           5             -2              0             1.4             7       
   3599       11           6              0              0             1.0             6       
   3600       11           5             -1              0             1.2             6       
   3601       11           7              1              0       0.8571428571428571       6       
   3602       11           8              2              0            0.75             6       
   3603       11           4             -1              0            1.25             5       
   3604       10           4             -1              0            1.25             5       
   3605       11           4             -1              0            1.25             5       
   3606       10           3             -2              0       1.6666666666666667       5       
   3607       10           4              0              0             1.0             4       
   3608       11           6             -1              0       1.1666666666666667       7       
   3609       11           4             -2              0             1.5             6       
   3610       9            3             -2              0       1.6666666666666667       6       
   3611       11           5             -1              0             1.2             6       
   3612       11           6              0              0             1.0             6       
   3613       11           6             -1              0       1.1666666666666667       7       
   3614       10           3             -3              0             2.0             6       
   3615       10           4             -2              0             1.5             6       
   3616       10           6             -1              0       1.1666666666666667       7       
   3617       11           7              0              0             1.0             7       
   3618       10           4             -2              0             1.5             6       
   3619       11           4             -1              0            1.25             5       
   3620       10           7              0              0             1.0             7       
   3621       11           7             -1              0       1.1428571428571428       8       
   3622       11           5             -1              0             1.2             6       
   3623       11           7              0              0             1.0             7       
   3624       11           8              1              0            0.875            7       
   3625       11           5             -2              0             1.4             7       
   3626       11           5             -2              0             1.4             7       
   3627       11           6              0              0             1.0             6       
   3628       10           7              0              0             1.0             7       
   3629       11           5             -2              0             1.4             7       
   3630       11           5              0              0             1.0             5       
   3631       11           5             -2              0             1.4             7       
   3632       10           2             -2              0             2.0             4       
   3633       11           6             -1              0       1.1666666666666667       7       
   3634       10           4             -2              0             1.5             6       
   3635       11           5             -2              0             1.4             7       
   3636       11           7              1              0       0.8571428571428571       6       
   3637       10           4             -2              0             1.5             6       
   3638       10           4             -2              0             1.5             6       
   3639       11           8              1              0            0.875            7       
   3640       10           3             -2              0       1.6666666666666667       5       
   3641       11           5             -2              0             1.4             7       
   3642       11           6              0              0             1.0             6       
   3643       11           7              1              0       0.8571428571428571       6       
   3644       11           7              0              0             1.0             7       
   3645       11           6              0              0             1.0             6       
   3646       10           4             -1              0            1.25             5       
   3647       10           5             -1              0             1.2             6       
   3648       9            3             -2              0       1.6666666666666667       6       
   3649       10           2             -2              0             2.0             4       
   3650       11           6             -1              0       1.1666666666666667       7       
   3651       11           6             -1              0       1.1666666666666667       7       
   3652       11           5             -2              0             1.4             7       
   3653       11           4             -1              0            1.25             5       
   3654       10           6             -1              0       1.1666666666666667       7       
   3655       10           8              0              0             1.0             8       
   3656       11           5              0              0             1.0             5       
   3657       10           3             -1              0       1.3333333333333333       4       
   3658       11           4             -3              0            1.75             7       
   3659       11           7              1              0       0.8571428571428571       6       
   3660       10           4             -1              0            1.25             5       
   3661       9            3             -2              0       1.6666666666666667       6       
